accession,family
NC_005132.1,Alphaflexiviridae
NC_033693.1,Flaviviridae
NC_011592.1,Caulimoviridae
NC_020074.1,Adenoviridae
NC_005261.3,Herpesviridae
NC_023632.1,Astroviridae
NC_023631.1,Astroviridae
NC_023630.1,Astroviridae
NC_023629.1,Astroviridae
NC_024498.1,Astroviridae
NC_024297.1,Astroviridae
NC_002685.2,Adenoviridae
NC_030793.1,Caliciviridae
NC_002526.1,Rhabdoviridae
NC_001831.1,Retroviridae
NC_002665.1,Herpesviridae
NC_024303.1,Herpesviridae
NC_026797.1,Flaviviridae
NC_001413.1,Retroviridae
NC_004421.1,Picornaviridae
NC_001414.1,Retroviridae
AC_000191.1,Adenoviridae
NC_001876.1,Adenoviridae
AC_000002.1,Adenoviridae
NC_027199.1,Coronaviridae
NC_001989.1,Pneumoviridae
NC_035208.1,Papillomaviridae
NC_005337.1,Poxviridae
NC_026249.1,Picornaviridae
NC_025811.1,Polyomaviridae
NC_025800.1,Polyomaviridae
NC_002161.1,Paramyxoviridae
NC_028362.1,Paramyxoviridae
NC_029852.1,Retroviridae
NC_010354.1,Picornaviridae
NC_034245.1,Picornaviridae
NC_007447.1,Coronaviridae
NC_001461.1,Flaviviridae
NC_012812.1,Flaviviridae
NC_034405.1,Hantaviridae
NC_034406.1,Hantaviridae
NC_034407.1,Hantaviridae
NC_016038.2,Luteoviridae
NC_030847.1,Potyviridae
NC_022037.1,Peribunyaviridae
NC_022038.1,Peribunyaviridae
NC_022039.1,Peribunyaviridae
NC_029104.1,Myoviridae
NC_028749.1,Siphoviridae
NC_029029.1,Myoviridae
NC_022980.1,Myoviridae
NC_028805.1,Siphoviridae
NC_028969.1,Myoviridae
NC_009530.1,Iflaviridae
NC_004006.1,Bromoviridae
NC_004007.1,Bromoviridae
NC_004008.1,Bromoviridae
NC_004423.1,Virgaviridae
NC_004424.1,Virgaviridae
NC_004425.1,Virgaviridae
NC_022004.1,Secoviridae
NC_022006.1,Secoviridae
NC_005289.1,Secoviridae
NC_005290.1,Secoviridae
NC_003003.1,Secoviridae
NC_003004.1,Secoviridae
NC_015253.1,Myoviridae
NC_015254.1,Siphoviridae
NC_015252.1,Siphoviridae
NC_002026.1,Bromoviridae
NC_002027.1,Bromoviridae
NC_002028.2,Bromoviridae
NC_003501.1,Potyviridae
NC_014822.1,Geminiviridae
NC_014236.1,Reoviridae
NC_014237.1,Reoviridae
NC_014238.1,Reoviridae
NC_014239.1,Reoviridae
NC_014240.1,Reoviridae
NC_014241.1,Reoviridae
NC_014242.1,Reoviridae
NC_014243.1,Reoviridae
NC_014244.1,Reoviridae
NC_014245.1,Reoviridae
NC_019447.1,Podoviridae
NC_019446.1,Podoviridae
NC_034394.1,Hantaviridae
NC_034395.1,Hantaviridae
NC_034402.1,Hantaviridae
NC_010944.1,Virgaviridae
NC_020105.1,Potyviridae
NC_014536.1,Potyviridae
NC_028811.1,Coronaviridae
NC_028833.1,Coronaviridae
NC_028814.1,Coronaviridae
NC_028824.1,Coronaviridae
NC_024888.1,Parvoviridae
NC_033830.1,Phenuiviridae
NC_033831.1,Phenuiviridae
NC_033847.1,Phenuiviridae
NC_014373.1,Filoviridae
NC_001925.1,Peribunyaviridae
NC_001926.1,Peribunyaviridae
NC_001927.1,Peribunyaviridae
NC_031284.1,Hantaviridae
NC_031285.1,Hantaviridae
NC_031286.1,Hantaviridae
NC_021735.1,Benyviridae
NC_021736.1,Benyviridae
NC_018283.1,Siphoviridae
NC_007497.1,Siphoviridae
NC_005886.2,Myoviridae
NC_009447.1,Siphoviridae
NC_005091.2,Siphoviridae
NC_022916.1,Podoviridae
NC_015266.1,Myoviridae
NC_011216.1,Myoviridae
NC_015273.1,Myoviridae
NC_015265.1,Myoviridae
NC_013055.1,Siphoviridae
NC_021343.1,Myoviridae
NC_005263.2,Myoviridae
NC_005262.3,Podoviridae
NC_005342.2,Myoviridae
NC_004333.2,Myoviridae
NC_005887.1,Podoviridae
NC_009015.1,Myoviridae
NC_012743.2,Podoviridae
NC_019917.1,Podoviridae
NC_005882.1,Myoviridae
NC_009604.1,Myoviridae
NC_018452.1,Podoviridae
NC_018278.1,Siphoviridae
NC_005284.1,Siphoviridae
NC_007145.2,Myoviridae
NC_009235.2,Siphoviridae
NC_009236.1,Myoviridae
NC_003309.1,Siphoviridae
NC_009234.1,Myoviridae
NC_009237.1,Myoviridae
NC_024472.1,Astroviridae
NC_023813.1,Reoviridae
NC_023814.1,Reoviridae
NC_023815.1,Reoviridae
NC_023816.1,Reoviridae
NC_023817.1,Reoviridae
NC_023818.1,Reoviridae
NC_023819.1,Reoviridae
NC_023820.1,Reoviridae
NC_023821.1,Reoviridae
NC_023822.1,Reoviridae
NC_013527.1,Betaflexiviridae
NC_023442.1,Baculoviridae
NC_034479.1,Peribunyaviridae
NC_034480.1,Peribunyaviridae
NC_034490.1,Peribunyaviridae
NC_003866.1,Geminiviridae
NC_003887.1,Geminiviridae
NC_033738.1,Caulimoviridae
NC_001574.1,Caulimoviridae
NC_033739.1,Caulimoviridae
NC_026623.1,Flaviviridae
NC_011803.1,Virgaviridae
NC_002815.2,Alphaflexiviridae
NC_021178.1,Picornaviridae
NC_014637.1,Mimiviridae
NC_018572.1,Potyviridae
NC_027795.1,Circoviridae
NC_021926.1,Tombusviridae
NC_006875.1,Caliciviridae
NC_004108.1,Peribunyaviridae
NC_004109.1,Peribunyaviridae
NC_004110.1,Peribunyaviridae
NC_036607.1,Tospoviridae
NC_036608.1,Tospoviridae
NC_036609.1,Tospoviridae
NC_027784.1,Circoviridae
NC_027785.1,Circoviridae
NC_029904.1,Reoviridae
NC_030794.1,Potyviridae
NC_004367.1,Herpesviridae
NC_003391.1,Poxviridae
NC_015268.1,Papillomaviridae
NC_007985.1,Polydnaviridae
NC_007986.1,Polydnaviridae
NC_007987.1,Polydnaviridae
NC_007988.1,Polydnaviridae
NC_007989.1,Polydnaviridae
NC_007990.1,Polydnaviridae
NC_007991.1,Polydnaviridae
NC_007992.1,Polydnaviridae
NC_007993.1,Polydnaviridae
NC_007994.1,Polydnaviridae
NC_007995.1,Polydnaviridae
NC_007996.1,Polydnaviridae
NC_007998.1,Polydnaviridae
NC_007999.1,Polydnaviridae
NC_008000.1,Polydnaviridae
NC_008001.1,Polydnaviridae
NC_008002.1,Polydnaviridae
NC_008003.1,Polydnaviridae
NC_008004.1,Polydnaviridae
NC_008005.1,Polydnaviridae
NC_008006.1,Polydnaviridae
NC_008007.1,Polydnaviridae
NC_008008.1,Polydnaviridae
NC_029312.1,Totiviridae
NC_027212.1,Totiviridae
NC_031909.1,Myoviridae
NC_019507.1,Myoviridae
NC_027997.1,Myoviridae
NC_018861.1,Myoviridae
NC_027996.1,Myoviridae
NC_016562.1,Myoviridae
NC_015464.1,Myoviridae
NC_003410.1,Circoviridae
NC_005309.1,Poxviridae
NC_015373.1,Phenuiviridae
NC_015374.1,Phenuiviridae
NC_015375.1,Phenuiviridae
NC_030117.1,Herpesviridae
NC_026814.1,Astroviridae
NC_004542.1,Caliciviridae
NC_020904.1,Circoviridae
NC_034971.1,Picornaviridae
NC_001734.1,Adenoviridae
AC_000003.1,Adenoviridae
AC_000020.1,Adenoviridae
NC_001921.1,Paramyxoviridae
NC_016075.1,Papillomaviridae
NC_019852.1,Papillomaviridae
NC_026640.1,Papillomaviridae
NC_016074.1,Papillomaviridae
NC_025344.1,Pneumoviridae
NC_034456.1,Polyomaviridae
NC_030462.1,Caulimoviridae
NC_013261.1,Potyviridae
NC_031130.1,Partitiviridae
NC_031134.1,Partitiviridae
NC_034515.1,Hantaviridae
NC_034525.1,Hantaviridae
NC_034528.1,Hantaviridae
NC_034474.1,Hantaviridae
NC_034484.1,Hantaviridae
NC_034485.1,Hantaviridae
NC_034482.1,Peribunyaviridae
NC_034483.1,Peribunyaviridae
NC_034493.1,Peribunyaviridae
NC_022007.1,Geminiviridae
NC_022008.1,Geminiviridae
NC_001463.1,Retroviridae
NC_023422.1,Picornaviridae
NC_008301.1,Tospoviridae
NC_008302.1,Tospoviridae
NC_008303.1,Tospoviridae
NC_034477.1,Peribunyaviridae
NC_034478.1,Peribunyaviridae
NC_034489.1,Peribunyaviridae
NC_001600.1,Tombusviridae
NC_020067.1,Polyomaviridae
NC_001479.1,Picornaviridae
NC_001366.1,Picornaviridae
NC_009448.2,Picornaviridae
NC_010810.1,Picornaviridae
NC_034513.1,Partitiviridae
NC_034523.1,Partitiviridae
NC_003498.1,Caulimoviridae
NC_003500.3,Tombusviridae
NC_001265.2,Tombusviridae
NC_003530.1,Tombusviridae
NC_003531.1,Tombusviridae
NC_022978.1,Closteroviridae
NC_001662.1,Parvoviridae
NC_004442.1,Parvoviridae
NC_020499.1,Parvoviridae
NC_017823.1,Parvoviridae
NC_001539.1,Parvoviridae
NC_028120.1,Polyomaviridae
NC_002803.1,Rhabdoviridae
NC_025469.1,Betaflexiviridae
NC_025468.1,Betaflexiviridae
NC_001726.1,Tombusviridae
NC_011515.1,Tombusviridae
NC_006265.1,Luteoviridae
NC_025254.1,Potyviridae
NC_025479.2,Secoviridae
NC_025480.2,Secoviridae
NC_013007.1,Closteroviridae
NC_012698.2,Potyviridae
NC_001658.1,Alphaflexiviridae
NC_025482.1,Bromoviridae
NC_025483.1,Bromoviridae
NC_025484.1,Bromoviridae
NC_017004.1,Geminiviridae
NC_017005.1,Geminiviridae
NC_001648.1,Caulimoviridae
NC_034375.1,Alphaflexiviridae
NC_006999.2,Bromoviridae
NC_007000.2,Bromoviridae
NC_007001.1,Bromoviridae
NC_027210.1,Potyviridae
NC_025964.1,Geminiviridae
NC_030240.1,Baculoviridae
NC_001497.2,Caulimoviridae
NC_019406.1,Siphoviridae
NC_025422.1,Myoviridae
NC_029092.1,Podoviridae
NC_019453.1,Leviviridae
NC_019410.1,Siphoviridae
NC_019407.1,Siphoviridae
NC_019405.1,Siphoviridae
NC_019408.1,Siphoviridae
NC_019411.1,Siphoviridae
NC_020231.1,Herpesviridae
NC_019854.2,Polyomaviridae
NC_025351.1,Paramyxoviridae
NC_015393.1,Potyviridae
NC_001564.2,Flaviviridae
NC_021802.1,Siphoviridae
NC_021797.1,Microviridae
NC_021805.1,Microviridae
NC_021803.1,Podoviridae
NC_021806.1,Podoviridae
NC_021794.1,Podoviridae
NC_021799.1,Siphoviridae
NC_021789.1,Podoviridae
NC_021796.1,Podoviridae
NC_021804.1,Siphoviridae
NC_021800.1,Siphoviridae
NC_021792.1,Podoviridae
NC_020860.1,Myoviridae
NC_021791.1,Siphoviridae
NC_021795.1,Siphoviridae
NC_021798.1,Podoviridae
NC_021790.1,Siphoviridae
NC_021788.1,Podoviridae
NC_020842.1,Siphoviridae
NC_031687.1,Dicistroviridae
NC_031688.1,Dicistroviridae
NC_025790.1,Polyomaviridae
NC_016998.1,Geminiviridae
NC_031462.1,Endornaviridae
NC_031463.1,Endornaviridae
NC_031461.1,Endornaviridae
NC_031449.1,Endornaviridae
NC_031464.1,Endornaviridae
NC_010705.1,Partitiviridae
NC_010706.1,Partitiviridae
NC_010754.1,Partitiviridae
NC_010755.1,Partitiviridae
NC_006560.1,Herpesviridae
NC_002686.2,Herpesviridae
NC_027016.1,Herpesviridae
NC_012783.2,Herpesviridae
NC_025892.1,Polyomaviridae
NC_002198.2,Luteoviridae
NC_004751.1,Luteoviridae
NC_034834.1,Adenoviridae
NC_035619.1,Adenoviridae
NC_030151.1,Papillomaviridae
NC_004324.3,Caulimoviridae
NC_005283.1,Paramyxoviridae
NC_034550.1,Rhabdoviridae
NC_020065.1,Polyomaviridae
NC_005883.1,Totiviridae
NC_020805.1,Rhabdoviridae
NC_022633.1,Reoviridae
NC_022634.1,Reoviridae
NC_022635.1,Reoviridae
NC_022636.1,Reoviridae
NC_022637.1,Reoviridae
NC_022638.1,Reoviridae
NC_022639.1,Reoviridae
NC_022640.1,Reoviridae
NC_022641.1,Reoviridae
NC_022642.1,Reoviridae
NC_017086.1,Flaviviridae
NC_010562.1,Arenaviridae
NC_010563.1,Arenaviridae
NC_002588.1,Tymoviridae
NC_004618.1,Geminiviridae
NC_028891.1,Herpesviridae
NC_027534.1,Reoviridae
NC_027535.1,Reoviridae
NC_027536.1,Reoviridae
NC_027537.1,Reoviridae
NC_027538.1,Reoviridae
NC_027548.1,Reoviridae
NC_027549.1,Reoviridae
NC_027550.1,Reoviridae
NC_027551.1,Reoviridae
NC_027552.1,Reoviridae
NC_036389.1,Iflaviridae
NC_031800.1,Luteoviridae
NC_006440.1,Partitiviridae
NC_006441.1,Partitiviridae
NC_001946.1,Betaflexiviridae
NC_015414.1,Secoviridae
NC_015415.1,Secoviridae
NC_002500.1,Betaflexiviridae
NC_002468.1,Betaflexiviridae
NC_006271.1,Secoviridae
NC_006272.1,Secoviridae
NC_020996.1,Betaflexiviridae
NC_024449.1,Betaflexiviridae
NC_003689.1,Betaflexiviridae
NC_001427.1,Circoviridae
NC_014930.1,Circoviridae
NC_003790.1,Astroviridae
NC_033081.1,Caliciviridae
NC_024770.1,Picornaviridae
NC_025432.1,Picornaviridae
NC_024765.1,Picornaviridae
NC_024768.1,Picornaviridae
NC_024769.1,Picornaviridae
NC_028380.1,Picornaviridae
NC_022131.1,Geminiviridae
NC_014740.1,Geminiviridae
NC_011058.1,Geminiviridae
NC_008249.1,Luteoviridae
NC_014739.1,Geminiviridae
NC_025475.1,Geminiviridae
NC_004162.2,Togaviridae
NC_028046.1,Geminiviridae
NC_004628.1,Geminiviridae
NC_016044.1,Potyviridae
NC_005778.1,Potyviridae
NC_014127.1,Tymoviridae
NC_030466.1,Circoviridae
NC_030472.1,Microviridae
NC_030476.1,Microviridae
NC_030458.1,Microviridae
NC_014743.1,Polyomaviridae
NC_002356.1,Virgaviridae
NC_002359.1,Virgaviridae
NC_018455.1,Potyviridae
NC_003830.1,Geminiviridae
NC_003831.1,Geminiviridae
NC_026812.1,Coronaviridae
NC_008297.1,Papillomaviridae
NC_010226.1,Papillomaviridae
NC_016014.1,Papillomaviridae
NC_014468.1,Parvoviridae
NC_016744.1,Parvoviridae
NC_007461.1,Microviridae
NC_001741.1,Microviridae
NC_002194.1,Microviridae
NC_002180.1,Microviridae
NC_001998.1,Microviridae
NC_001466.1,Geminiviridae
NC_019844.1,Polyomaviridae
NC_025896.1,Polyomaviridae
NC_025898.1,Polyomaviridae
NC_027553.1,Reoviridae
NC_027554.1,Reoviridae
NC_027555.1,Reoviridae
NC_027556.1,Reoviridae
NC_027557.1,Reoviridae
NC_027558.1,Reoviridae
NC_027559.1,Reoviridae
NC_027560.1,Reoviridae
NC_027561.1,Reoviridae
NC_027562.1,Reoviridae
NC_016443.1,Secoviridae
NC_016444.1,Secoviridae
NC_021248.1,Poxviridae
NC_005137.2,Baculoviridae
NC_004778.3,Baculoviridae
NC_023177.1,Baculoviridae
NC_008168.1,Baculoviridae
NC_021924.1,Baculoviridae
NC_021249.1,Poxviridae
NC_027718.1,Tospoviridae
NC_027719.1,Tospoviridae
NC_027720.1,Tospoviridae
NC_009087.2,Betaflexiviridae
NC_028094.1,Phycodnaviridae
NC_007151.1,Baculoviridae
NC_026268.1,Baculoviridae
NC_023420.2,Reoviridae
NC_024910.1,Reoviridae
NC_024911.1,Reoviridae
NC_024912.1,Reoviridae
NC_024913.1,Reoviridae
NC_024914.1,Reoviridae
NC_024915.1,Reoviridae
NC_024916.1,Reoviridae
NC_024917.1,Reoviridae
NC_024918.1,Reoviridae
NC_024919.1,Reoviridae
NC_024920.1,Reoviridae
NC_025705.1,Circoviridae
NC_025715.1,Circoviridae
NC_025716.1,Circoviridae
NC_025717.1,Circoviridae
NC_025718.1,Circoviridae
NC_025719.1,Circoviridae
NC_025720.1,Circoviridae
NC_025709.1,Circoviridae
NC_025723.1,Circoviridae
NC_025706.1,Circoviridae
NC_025724.1,Circoviridae
NC_025708.1,Circoviridae
NC_025711.1,Circoviridae
NC_025712.1,Circoviridae
NC_025713.1,Circoviridae
NC_025714.1,Circoviridae
NC_025710.1,Circoviridae
NC_025722.1,Circoviridae
NC_025216.1,Circoviridae
NC_030463.1,Circoviridae
NC_030460.1,Circoviridae
NC_030464.1,Circoviridae
NC_030468.1,Circoviridae
NC_030469.1,Circoviridae
NC_030465.1,Circoviridae
NC_030467.1,Circoviridae
NC_030470.1,Circoviridae
NC_030473.1,Circoviridae
NC_030478.1,Circoviridae
NC_030455.1,Circoviridae
NC_030457.1,Circoviridae
NC_030459.1,Circoviridae
NC_030471.1,Circoviridae
NC_030474.1,Circoviridae
NC_030477.1,Circoviridae
NC_030456.1,Circoviridae
NC_030475.1,Circoviridae
NC_034210.1,Circoviridae
NC_023576.1,Podoviridae
NC_023548.1,Podoviridae
NC_027988.2,Podoviridae
NC_029013.1,Myoviridae
NC_028755.1,Myoviridae
NC_028247.1,Myoviridae
NC_025414.1,Myoviridae
NC_028880.1,Podoviridae
NC_031066.1,Podoviridae
NC_031092.1,Podoviridae
NC_031123.1,Podoviridae
NC_031018.1,Podoviridae
NC_031057.1,Myoviridae
NC_028857.1,Myoviridae
NC_027293.1,Myoviridae
NC_027331.1,Myoviridae
NC_027350.1,Siphoviridae
NC_018151.1,Geminiviridae
NC_035454.1,Phenuiviridae
NC_035759.1,Phenuiviridae
NC_023153.1,Retroviridae
NC_003877.1,Betaflexiviridae
NC_003546.1,Bromoviridae
NC_003547.1,Bromoviridae
NC_003548.1,Bromoviridae
NC_006314.1,Ophioviridae
NC_006315.1,Ophioviridae
NC_006316.1,Ophioviridae
NC_006950.1,Tymoviridae
NC_001661.1,Closteroviridae
NC_009536.1,Bromoviridae
NC_009537.1,Bromoviridae
NC_009538.1,Bromoviridae
NC_021564.1,Luteoviridae
NC_003382.1,Caulimoviridae
NC_026592.1,Alphaflexiviridae
NC_008293.1,Baculoviridae
NC_002657.1,Flaviviridae
NC_013698.1,Siphoviridae
NC_023549.1,Siphoviridae
NC_033777.1,Tombusviridae
NC_015397.1,Geminiviridae
NC_016572.1,Geminiviridae
NC_016578.1,Geminiviridae
NC_010713.1,Geminiviridae
NC_010714.1,Geminiviridae
NC_009451.1,Geminiviridae
NC_011346.1,Geminiviridae
NC_011347.1,Geminiviridae
NC_017003.1,Narnaviridae
NC_016519.1,Virgaviridae
NC_015398.1,Baculoviridae
NC_022646.1,Baculoviridae
NC_007581.1,Myoviridae
NC_024144.1,Myoviridae
NC_019523.1,Podoviridae
NC_003524.1,Siphoviridae
NC_019924.1,Siphoviridae
NC_028905.1,Siphoviridae
NC_028958.1,Siphoviridae
NC_029048.2,Myoviridae
NC_015568.1,Siphoviridae
NC_028951.1,Myoviridae
NC_028764.1,Myoviridae
NC_028838.1,Myoviridae
NC_015262.1,Siphoviridae
NC_029001.1,Myoviridae
NC_029116.1,Myoviridae
NC_028996.1,Myoviridae
NC_019506.1,Siphoviridae
NC_019496.1,Siphoviridae
NC_019508.1,Siphoviridae
NC_011318.1,Siphoviridae
NC_017980.1,Podoviridae
NC_018083.1,Podoviridae
NC_029004.1,Siphoviridae
NC_014457.1,Siphoviridae
NC_028883.1,Myoviridae
NC_019421.1,Myoviridae
NC_028959.1,Myoviridae
NC_019422.1,Myoviridae
NC_017978.1,Siphoviridae
NC_008265.1,Siphoviridae
NC_018084.1,Podoviridae
NC_021325.1,Siphoviridae
NC_009231.1,Myoviridae
NC_007917.1,Myoviridae
NC_011398.1,Myoviridae
NC_001753.1,Alphaflexiviridae
NC_003536.1,Potyviridae
NC_029304.2,Baculoviridae
NC_025397.1,Rhabdoviridae
NC_028255.1,Rhabdoviridae
NC_024809.1,Geminiviridae
NC_024810.1,Geminiviridae
NC_030840.1,Potyviridae
NC_020206.1,Circoviridae
NC_011108.1,Tombusviridae
NC_003742.1,Potyviridae
NC_030842.1,Iridoviridae
NC_009764.1,Betaflexiviridae
NC_015692.1,Papillomaviridae
NC_034551.1,Rhabdoviridae
NC_020072.1,Potyviridae
NC_029034.2,Virgaviridae
NC_029035.2,Virgaviridae
NC_029037.2,Virgaviridae
NC_004180.1,Reoviridae
NC_004181.1,Reoviridae
NC_004182.1,Reoviridae
NC_004183.1,Reoviridae
NC_004184.1,Reoviridae
NC_004185.1,Reoviridae
NC_004186.1,Reoviridae
NC_004187.1,Reoviridae
NC_004188.1,Reoviridae
NC_004189.1,Reoviridae
NC_004190.1,Reoviridae
NC_004191.1,Reoviridae
NC_024450.1,Herpesviridae
NC_034266.1,Herpesviridae
NC_018088.1,Siphoviridae
NC_001343.1,Caulimoviridae
NC_031961.1,Geminiviridae
NC_016996.1,Coronaviridae
NC_026430.1,Baculoviridae
NC_007523.1,Totiviridae
NC_031957.1,Rhabdoviridae
NC_009644.1,Geminiviridae
NC_009646.1,Geminiviridae
NC_008492.1,Geminiviridae
NC_008493.1,Geminiviridae
NC_020473.1,Geminiviridae
NC_006358.1,Geminiviridae
NC_006359.1,Geminiviridae
NC_034972.1,Coronaviridae
NC_007922.1,Polyomaviridae
NC_009799.3,Siphoviridae
NC_009816.1,Siphoviridae
NC_012800.1,Picornaviridae
NC_012801.1,Picornaviridae
NC_012802.1,Picornaviridae
NC_012798.1,Picornaviridae
NC_034385.1,Picornaviridae
NC_025961.1,Picornaviridae
NC_006633.1,Polydnaviridae
NC_006634.1,Polydnaviridae
NC_006635.1,Polydnaviridae
NC_006636.1,Polydnaviridae
NC_006637.1,Polydnaviridae
NC_006638.1,Polydnaviridae
NC_006639.1,Polydnaviridae
NC_006640.1,Polydnaviridae
NC_006641.1,Polydnaviridae
NC_006642.1,Polydnaviridae
NC_006643.1,Polydnaviridae
NC_006644.1,Polydnaviridae
NC_006645.1,Polydnaviridae
NC_006646.1,Polydnaviridae
NC_006647.1,Polydnaviridae
NC_006648.1,Polydnaviridae
NC_006649.1,Polydnaviridae
NC_006650.1,Polydnaviridae
NC_006651.1,Polydnaviridae
NC_006652.1,Polydnaviridae
NC_006653.1,Polydnaviridae
NC_006654.1,Polydnaviridae
NC_006655.1,Polydnaviridae
NC_006656.1,Polydnaviridae
NC_006657.1,Polydnaviridae
NC_006658.1,Polydnaviridae
NC_006659.1,Polydnaviridae
NC_006660.1,Polydnaviridae
NC_006661.1,Polydnaviridae
NC_006662.1,Polydnaviridae
NC_016924.1,Poxviridae
NC_004580.1,Geminiviridae
NC_004581.1,Geminiviridae
NC_004582.1,Geminiviridae
NC_007290.1,Geminiviridae
NC_012137.1,Geminiviridae
NC_002510.1,Geminiviridae
NC_004583.1,Geminiviridae
NC_004607.1,Geminiviridae
NC_011804.1,Geminiviridae
NC_003199.1,Geminiviridae
NC_029648.1,Geminiviridae
NC_031760.1,Geminiviridae
NC_014545.1,Luteoviridae
NC_030310.1,Geminiviridae
NC_030311.1,Geminiviridae
NC_004013.1,Potyviridae
NC_003541.1,Bromoviridae
NC_003542.1,Bromoviridae
NC_003543.1,Bromoviridae
NC_014730.1,Betaflexiviridae
NC_003549.1,Secoviridae
NC_003550.1,Secoviridae
NC_003535.1,Tombusviridae
NC_034246.1,Luteoviridae
NC_034247.1,Luteoviridae
NC_003544.1,Secoviridae
NC_003545.1,Secoviridae
NC_003663.2,Poxviridae
NC_023008.1,Polyomaviridae
NC_008794.1,Geminiviridae
NC_015049.1,Herpesviridae
NC_003924.1,Dicistroviridae
NC_005300.2,Hantaviridae
NC_005301.3,Hantaviridae
NC_005302.1,Hantaviridae
NC_025219.1,Dicistroviridae
NC_018276.1,Siphoviridae
NC_023614.1,Siphoviridae
NC_025474.1,Picornaviridae
NC_005997.1,Reoviridae
NC_005998.1,Reoviridae
NC_005999.1,Reoviridae
NC_006000.1,Reoviridae
NC_006001.1,Reoviridae
NC_006002.1,Reoviridae
NC_006003.1,Reoviridae
NC_006004.1,Reoviridae
NC_006005.1,Reoviridae
NC_006006.1,Reoviridae
NC_030393.1,Narnaviridae
NC_030395.1,Narnaviridae
NC_030396.1,Narnaviridae
NC_030397.1,Narnaviridae
NC_030399.1,Narnaviridae
NC_021531.1,Myoviridae
NC_029070.1,Podoviridae
NC_023558.1,Podoviridae
NC_019934.1,Siphoviridae
NC_019927.1,Myoviridae
NC_018454.1,Siphoviridae
NC_028773.1,Myoviridae
NC_019398.1,Myoviridae
NC_019401.1,Myoviridae
NC_019402.1,Podoviridae
NC_020078.1,Podoviridae
NC_017974.1,Myoviridae
NC_024354.1,Myoviridae
NC_023717.1,Myoviridae
NC_019509.1,Siphoviridae
NC_019400.1,Myoviridae
NC_028672.1,Myoviridae
NC_004300.1,Geminiviridae
NC_014473.1,Geminiviridae
NC_001492.1,Hypoviridae
NC_000960.1,Hypoviridae
NC_006431.1,Hypoviridae
NC_004046.1,Narnaviridae
NC_005068.1,Baculoviridae
NC_004725.1,Tombusviridae
NC_002633.1,Virgaviridae
NC_001801.1,Virgaviridae
NC_007816.2,Tombusviridae
NC_001440.1,Bromoviridae
NC_002034.1,Bromoviridae
NC_002035.1,Bromoviridae
NC_008614.1,Virgaviridae
NC_001469.1,Tombusviridae
NC_006941.1,Potyviridae
NC_029064.1,Endornaviridae
NC_003688.1,Luteoviridae
NC_018173.1,Closteroviridae
NC_018174.1,Closteroviridae
NC_002984.1,Geminiviridae
NC_002985.1,Geminiviridae
NC_035134.1,Potyviridae
NC_004809.1,Closteroviridae
NC_004810.1,Closteroviridae
NC_008604.2,Flaviviridae
NC_003084.1,Baculoviridae
NC_018703.1,Tymoviridae
NC_025384.1,Rhabdoviridae
NC_030290.1,Flaviviridae
NC_010252.1,Arenaviridae
NC_010254.1,Arenaviridae
NC_029036.1,Secoviridae
NC_029038.1,Secoviridae
NC_029301.1,Betaflexiviridae
NC_016657.1,Podoviridae
NC_016658.1,Podoviridae
NC_016659.1,Podoviridae
NC_021071.1,Myoviridae
NC_020855.1,Myoviridae
NC_028663.1,Myoviridae
NC_022751.1,Podoviridae
NC_013021.1,Siphoviridae
NC_031235.1,Myoviridae
NC_031242.1,Myoviridae
NC_019516.2,Myoviridae
NC_011097.2,Caulimoviridae
NC_003791.1,Secoviridae
NC_003792.2,Secoviridae
NC_014927.1,Circoviridae
NC_025476.1,Circoviridae
NC_002816.1,Baculoviridae
NC_001812.1,Alphaflexiviridae
NC_003532.1,Tombusviridae
NC_033176.1,Herpesviridae
NC_003016.1,Reoviridae
NC_003017.1,Reoviridae
NC_003018.1,Reoviridae
NC_003019.1,Reoviridae
NC_003020.1,Reoviridae
NC_003021.1,Reoviridae
NC_003022.1,Reoviridae
NC_003023.1,Reoviridae
NC_003024.1,Reoviridae
NC_003025.1,Reoviridae
NC_003006.1,Reoviridae
NC_003007.1,Reoviridae
NC_003008.1,Reoviridae
NC_003009.1,Reoviridae
NC_003010.1,Reoviridae
NC_003011.1,Reoviridae
NC_003012.1,Reoviridae
NC_003013.1,Reoviridae
NC_003014.1,Reoviridae
NC_003015.1,Reoviridae
NC_002557.1,Reoviridae
NC_002558.1,Reoviridae
NC_002559.1,Reoviridae
NC_002560.1,Reoviridae
NC_002561.1,Reoviridae
NC_002562.1,Reoviridae
NC_002563.1,Reoviridae
NC_002564.1,Reoviridae
NC_002565.1,Reoviridae
NC_002566.1,Reoviridae
NC_002567.1,Reoviridae
NC_023486.1,Reoviridae
NC_023487.1,Reoviridae
NC_023488.1,Reoviridae
NC_023489.1,Reoviridae
NC_023490.1,Reoviridae
NC_023491.1,Reoviridae
NC_023492.1,Reoviridae
NC_023493.1,Reoviridae
NC_023494.1,Reoviridae
NC_023495.1,Reoviridae
NC_010661.1,Reoviridae
NC_010662.1,Reoviridae
NC_010663.1,Reoviridae
NC_010664.1,Reoviridae
NC_010665.1,Reoviridae
NC_010666.1,Reoviridae
NC_010667.1,Reoviridae
NC_010668.1,Reoviridae
NC_010669.1,Reoviridae
NC_010670.1,Reoviridae
NC_019491.1,Alloherpesviridae
