accession,family
NC_073922.1,Fiersviridae
NC_073909.1,Fiersviridae
NC_073938.1,Fiersviridae
NC_074048.1,Fiersviridae
NC_074053.1,Fiersviridae
NC_073885.1,Fiersviridae
NC_073952.1,Fiersviridae
NC_073930.1,Fiersviridae
NC_074137.1,Fiersviridae
NC_074086.1,Fiersviridae
NC_074036.1,Fiersviridae
NC_074095.1,Fiersviridae
NC_074050.1,Fiersviridae
NC_074030.1,Fiersviridae
NC_073948.1,Fiersviridae
NC_074119.1,Fiersviridae
NC_074031.1,Fiersviridae
NC_073871.1,Fiersviridae
NC_073970.1,Fiersviridae
NC_073996.1,Fiersviridae
NC_073901.1,Fiersviridae
NC_073932.1,Fiersviridae
NC_074112.1,Fiersviridae
NC_074562.1,Fiersviridae
NC_073945.1,Fiersviridae
NC_073993.1,Fiersviridae
NC_073985.1,Fiersviridae
NC_074011.1,Fiersviridae
NC_074133.1,Fiersviridae
NC_073931.1,Fiersviridae
NC_073910.1,Fiersviridae
NC_073983.1,Fiersviridae
NC_073897.1,Fiersviridae
NC_073915.1,Fiersviridae
NC_074059.1,Fiersviridae
NC_074117.1,Fiersviridae
NC_074125.1,Fiersviridae
NC_074061.1,Fiersviridae
NC_073980.1,Fiersviridae
NC_074051.1,Fiersviridae
NC_074022.1,Fiersviridae
NC_074141.1,Fiersviridae
NC_074062.1,Fiersviridae
NC_074093.1,Fiersviridae
NC_073868.1,Fiersviridae
NC_074049.1,Fiersviridae
NC_074028.1,Fiersviridae
NC_073877.1,Fiersviridae
NC_073887.1,Fiersviridae
NC_073876.1,Fiersviridae
NC_073972.1,Fiersviridae
NC_074102.1,Fiersviridae
NC_073966.1,Fiersviridae
NC_074087.1,Fiersviridae
NC_073886.1,Fiersviridae
NC_074003.1,Fiersviridae
NC_074070.1,Fiersviridae
NC_074000.1,Fiersviridae
NC_073949.1,Fiersviridae
NC_074127.1,Fiersviridae
NC_073944.1,Fiersviridae
NC_074068.1,Fiersviridae
NC_073881.1,Fiersviridae
NC_074091.1,Fiersviridae
NC_073904.1,Fiersviridae
NC_073999.1,Fiersviridae
NC_073976.1,Fiersviridae
NC_074118.1,Fiersviridae
NC_074136.1,Fiersviridae
NC_074088.1,Fiersviridae
NC_074126.1,Fiersviridae
NC_074052.1,Fiersviridae
NC_074096.1,Fiersviridae
NC_073991.1,Fiersviridae
NC_073982.1,Fiersviridae
NC_073869.1,Fiersviridae
NC_073946.1,Fiersviridae
NC_074135.1,Fiersviridae
NC_073873.1,Fiersviridae
NC_073995.1,Fiersviridae
NC_073935.1,Fiersviridae
NC_073880.1,Fiersviridae
NC_073986.1,Fiersviridae
NC_073969.1,Fiersviridae
NC_074103.1,Fiersviridae
NC_073882.1,Fiersviridae
NC_073895.1,Fiersviridae
NC_073883.1,Fiersviridae
NC_073947.1,Fiersviridae
NC_073971.1,Fiersviridae
NC_074060.1,Fiersviridae
NC_073979.1,Fiersviridae
NC_074099.1,Fiersviridae
NC_073912.1,Fiersviridae
NC_073884.1,Fiersviridae
NC_073973.1,Fiersviridae
NC_073957.1,Fiersviridae
NC_073958.1,Fiersviridae
NC_074021.1,Fiersviridae
NC_074020.1,Fiersviridae
NC_073888.1,Fiersviridae
NC_073889.1,Fiersviridae
NC_073890.1,Fiersviridae
NC_074034.1,Fiersviridae
NC_074100.1,Fiersviridae
NC_074023.1,Fiersviridae
NC_073977.1,Fiersviridae
NC_073984.1,Fiersviridae
NC_073927.1,Fiersviridae
NC_074014.1,Fiersviridae
NC_074004.1,Fiersviridae
NC_074024.1,Fiersviridae
NC_073978.1,Fiersviridae
NC_073962.1,Fiersviridae
NC_074025.1,Fiersviridae
NC_074101.1,Fiersviridae
NC_074113.1,Fiersviridae
NC_074063.1,Fiersviridae
NC_074097.1,Fiersviridae
NC_073955.1,Fiersviridae
NC_074037.1,Fiersviridae
NC_074080.1,Fiersviridae
NC_073975.1,Fiersviridae
NC_073929.1,Fiersviridae
NC_073914.1,Fiersviridae
NC_074012.1,Fiersviridae
NC_073891.1,Fiersviridae
NC_074041.1,Fiersviridae
NC_074039.1,Fiersviridae
NC_073902.1,Fiersviridae
NC_073903.1,Fiersviridae
NC_073875.1,Fiersviridae
NC_074109.1,Fiersviridae
NC_074089.1,Fiersviridae
NC_073913.1,Fiersviridae
NC_073858.1,Fiersviridae
NC_073961.1,Fiersviridae
NC_074005.1,Fiersviridae
NC_074009.1,Fiersviridae
NC_074104.1,Fiersviridae
NC_073874.1,Fiersviridae
NC_073911.1,Fiersviridae
NC_074092.1,Fiersviridae
NC_074098.1,Fiersviridae
NC_073879.1,Fiersviridae
NC_074121.1,Fiersviridae
NC_074111.1,Fiersviridae
NC_074128.1,Fiersviridae
NC_074105.1,Fiersviridae
NC_073878.1,Fiersviridae
NC_074142.1,Fiersviridae
NC_074029.1,Fiersviridae
NC_074035.1,Fiersviridae
NC_073954.1,Fiersviridae
NC_074010.1,Fiersviridae
NC_073933.1,Fiersviridae
NC_073862.1,Fiersviridae
NC_074123.1,Fiersviridae
NC_073974.1,Fiersviridae
NC_074038.1,Fiersviridae
NC_073942.1,Fiersviridae
NC_073992.1,Fiersviridae
NC_073963.1,Fiersviridae
NC_073959.1,Fiersviridae
NC_074138.1,Fiersviridae
NC_074140.1,Fiersviridae
NC_073967.1,Fiersviridae
NC_074143.1,Fiersviridae
NC_074094.1,Fiersviridae
NC_074013.1,Fiersviridae
NC_074120.1,Fiersviridae
NC_073964.1,Fiersviridae
NC_074064.1,Fiersviridae
NC_074139.1,Fiersviridae
NC_073965.1,Fiersviridae
NC_074078.1,Fiersviridae
NC_074124.1,Fiersviridae
NC_073870.1,Fiersviridae
NC_073960.1,Fiersviridae
NC_073951.1,Fiersviridae
NC_073939.1,Fiersviridae
NC_073864.1,Fiersviridae
NC_074067.1,Fiersviridae
NC_074108.1,Fiersviridae
NC_073924.1,Fiersviridae
NC_074018.1,Fiersviridae
NC_074066.1,Fiersviridae
NC_074007.1,Fiersviridae
NC_074019.1,Fiersviridae
NC_073893.1,Fiersviridae
NC_073925.1,Fiersviridae
NC_074027.1,Fiersviridae
NC_073908.1,Fiersviridae
NC_073936.1,Fiersviridae
NC_001608.3,Filoviridae
NC_004161.1,Filoviridae
NC_016144.1,Filoviridae
NC_024781.1,Filoviridae
NC_006432.1,Filoviridae
NC_002549.1,Filoviridae
NC_014372.1,Filoviridae
NC_039345.1,Filoviridae
NC_014373.1,Filoviridae
NC_055175.1,Filoviridae
NC_055176.1,Filoviridae
NC_055510.1,Filoviridae
NC_076734.1,Filoviridae
NC_076735.1,Filoviridae
NC_076535.1,Filoviridae
NC_029549.1,Fimoviridae
NC_029550.1,Fimoviridae
NC_029551.1,Fimoviridae
NC_029552.1,Fimoviridae
NC_029553.1,Fimoviridae
NC_029570.1,Fimoviridae
NC_029554.1,Fimoviridae
NC_029555.1,Fimoviridae
NC_029558.1,Fimoviridae
NC_029559.1,Fimoviridae
NC_029560.1,Fimoviridae
NC_029561.1,Fimoviridae
NC_029571.1,Fimoviridae
NC_029572.1,Fimoviridae
NC_029573.1,Fimoviridae
NC_029567.1,Fimoviridae
NC_029562.1,Fimoviridae
NC_029568.1,Fimoviridae
NC_029563.1,Fimoviridae
NC_029564.1,Fimoviridae
NC_029565.1,Fimoviridae
NC_029566.1,Fimoviridae
NC_029556.1,Fimoviridae
NC_029557.1,Fimoviridae
NC_029569.1,Fimoviridae
NC_029574.1,Fimoviridae
NC_029575.1,Fimoviridae
NC_030658.1,Fimoviridae
NC_030659.1,Fimoviridae
NC_030660.1,Fimoviridae
NC_030661.1,Fimoviridae
NC_030662.1,Fimoviridae
NC_030663.1,Fimoviridae
NC_015299.1,Fimoviridae
NC_015301.1,Fimoviridae
NC_015300.1,Fimoviridae
NC_034979.1,Fimoviridae
NC_034980.1,Fimoviridae
NC_034981.1,Fimoviridae
NC_015298.1,Fimoviridae
NC_013105.1,Fimoviridae
NC_013106.1,Fimoviridae
NC_013108.1,Fimoviridae
NC_013107.1,Fimoviridae
NC_038769.1,Fimoviridae
NC_038770.1,Fimoviridae
NC_038771.1,Fimoviridae
NC_038772.1,Fimoviridae
NC_038773.1,Fimoviridae
NC_038852.1,Fimoviridae
NC_038853.1,Fimoviridae
NC_038854.1,Fimoviridae
NC_038855.1,Fimoviridae
NC_038856.1,Fimoviridae
NC_055641.1,Fimoviridae
NC_055642.1,Fimoviridae
NC_055643.1,Fimoviridae
NC_055644.1,Fimoviridae
NC_055646.1,Fimoviridae
NC_055647.1,Fimoviridae
NC_055648.1,Fimoviridae
NC_055649.1,Fimoviridae
NC_055650.1,Fimoviridae
NC_055651.1,Fimoviridae
NC_078374.1,Fimoviridae
NC_078375.1,Fimoviridae
NC_078376.1,Fimoviridae
NC_078377.1,Fimoviridae
NC_078364.1,Fimoviridae
NC_078365.1,Fimoviridae
NC_078366.1,Fimoviridae
NC_078367.1,Fimoviridae
NC_078368.1,Fimoviridae
NC_078369.1,Fimoviridae
NC_078370.1,Fimoviridae
NC_078371.1,Fimoviridae
NC_078372.1,Fimoviridae
NC_078373.1,Fimoviridae
NC_078016.1,Fimoviridae
NC_078017.1,Fimoviridae
NC_078018.1,Fimoviridae
NC_078019.1,Fimoviridae
NC_078020.1,Fimoviridae
NC_078021.1,Fimoviridae
NC_078022.1,Fimoviridae
NC_078023.1,Fimoviridae
NC_078386.1,Fimoviridae
NC_078387.1,Fimoviridae
NC_078388.1,Fimoviridae
NC_078389.1,Fimoviridae
NC_078390.1,Fimoviridae
NC_078391.1,Fimoviridae
NC_078396.1,Fimoviridae
NC_078397.1,Fimoviridae
NC_078398.1,Fimoviridae
NC_078399.1,Fimoviridae
NC_078400.1,Fimoviridae
NC_078441.1,Fimoviridae
NC_078442.1,Fimoviridae
NC_078443.1,Fimoviridae
NC_078444.1,Fimoviridae
NC_078445.1,Fimoviridae
NC_078851.1,Fimoviridae
NC_078852.1,Fimoviridae
NC_078853.1,Fimoviridae
NC_078854.1,Fimoviridae
NC_078855.1,Fimoviridae
NC_078663.1,Fimoviridae
NC_078664.1,Fimoviridae
NC_078665.1,Fimoviridae
NC_078666.1,Fimoviridae
NC_078667.1,Fimoviridae
NC_078668.1,Fimoviridae
NC_078669.1,Fimoviridae
NC_078675.1,Fimoviridae
NC_078676.1,Fimoviridae
NC_078677.1,Fimoviridae
NC_078678.1,Fimoviridae
NC_078679.1,Fimoviridae
NC_078680.1,Fimoviridae
NC_079088.1,Fimoviridae
NC_079089.1,Fimoviridae
NC_079090.1,Fimoviridae
NC_079091.1,Fimoviridae
NC_079093.1,Fimoviridae
NC_079094.1,Fimoviridae
NC_079095.1,Fimoviridae
NC_079096.1,Fimoviridae
NC_079097.1,Fimoviridae
NC_079062.1,Fimoviridae
NC_079063.1,Fimoviridae
NC_079064.1,Fimoviridae
NC_079065.1,Fimoviridae
NC_079066.1,Fimoviridae
NC_078032.1,Fimoviridae
NC_078033.1,Fimoviridae
NC_078034.1,Fimoviridae
NC_078035.1,Fimoviridae
NC_078036.1,Fimoviridae
NC_078846.1,Fimoviridae
NC_078847.1,Fimoviridae
NC_078849.1,Fimoviridae
NC_078850.1,Fimoviridae
NC_078411.1,Fimoviridae
NC_078412.1,Fimoviridae
NC_078413.1,Fimoviridae
NC_078414.1,Fimoviridae
NC_078415.1,Fimoviridae
NC_078416.1,Fimoviridae
NC_078417.1,Fimoviridae
NC_078418.1,Fimoviridae
NC_078419.1,Fimoviridae
NC_078428.1,Fimoviridae
NC_078429.1,Fimoviridae
NC_078430.1,Fimoviridae
NC_078431.1,Fimoviridae
NC_030291.1,Flaviviridae
NC_030290.1,Flaviviridae
NC_027998.2,Flaviviridae
NC_028377.1,Flaviviridae
NC_028137.1,Flaviviridae
NC_033725.1,Flaviviridae
NC_034017.1,Flaviviridae
NC_034222.1,Flaviviridae
NC_034223.1,Flaviviridae
NC_034224.1,Flaviviridae
NC_034225.1,Flaviviridae
NC_030400.1,Flaviviridae
NC_030653.1,Flaviviridae
NC_031327.1,Flaviviridae
NC_034442.1,Flaviviridae
NC_035071.1,Flaviviridae
NC_035118.1,Flaviviridae
NC_035432.1,Flaviviridae
NC_018713.1,Flaviviridae
NC_024017.1,Flaviviridae
NC_024077.1,Flaviviridae
NC_024111.1,Flaviviridae
NC_024113.1,Flaviviridae
NC_024114.1,Flaviviridae
NC_024112.1,Flaviviridae
NC_024377.1,Flaviviridae
NC_021154.1,Flaviviridae
NC_024805.1,Flaviviridae
NC_023176.1,Flaviviridae
NC_003678.1,Flaviviridae
NC_015843.2,Flaviviridae
NC_002657.1,Flaviviridae
NC_001564.2,Flaviviridae
NC_001461.1,Flaviviridae
NC_005039.1,Flaviviridae
NC_003679.1,Flaviviridae
NC_038433.1,Flaviviridae
NC_038434.1,Flaviviridae
NC_038435.1,Flaviviridae
NC_038436.1,Flaviviridae
NC_038437.1,Flaviviridae
NC_038912.1,Flaviviridae
NC_038964.1,Flaviviridae
NC_039237.1,Flaviviridae
NC_034204.1,Flaviviridae
NC_001477.1,Flaviviridae
NC_009823.1,Flaviviridae
NC_009827.1,Flaviviridae
NC_038429.1,Flaviviridae
NC_000943.1,Flaviviridae
NC_001655.1,Flaviviridae
NC_001672.1,Flaviviridae
NC_001809.1,Flaviviridae
NC_002031.1,Flaviviridae
NC_003635.1,Flaviviridae
NC_003687.1,Flaviviridae
NC_003690.1,Flaviviridae
NC_004119.1,Flaviviridae
NC_005062.1,Flaviviridae
NC_008718.1,Flaviviridae
NC_008719.1,Flaviviridae
NC_023424.1,Flaviviridae
NC_023439.1,Flaviviridae
NC_026620.1,Flaviviridae
NC_026624.1,Flaviviridae
NC_027709.1,Flaviviridae
NC_027999.1,Flaviviridae
NC_029054.2,Flaviviridae
NC_030289.1,Flaviviridae
NC_033693.1,Flaviviridae
NC_033694.1,Flaviviridae
NC_033697.1,Flaviviridae
NC_033698.1,Flaviviridae
NC_033699.1,Flaviviridae
NC_033721.1,Flaviviridae
NC_005064.1,Flaviviridae
NC_006551.1,Flaviviridae
NC_008604.2,Flaviviridae
NC_009029.2,Flaviviridae
NC_012671.1,Flaviviridae
NC_012932.1,Flaviviridae
NC_016997.1,Flaviviridae
NC_017086.1,Flaviviridae
NC_018705.3,Flaviviridae
NC_026623.1,Flaviviridae
NC_027817.1,Flaviviridae
NC_027819.1,Flaviviridae
NC_030401.1,Flaviviridae
NC_032088.1,Flaviviridae
NC_033723.1,Flaviviridae
NC_033724.1,Flaviviridae
NC_033726.1,Flaviviridae
NC_034018.1,Flaviviridae
NC_034151.1,Flaviviridae
NC_034242.1,Flaviviridae
NC_035889.1,Flaviviridae
NC_039218.1,Flaviviridae
NC_039219.1,Flaviviridae
NC_040776.1,Flaviviridae
NC_040682.1,Flaviviridae
NC_040610.1,Flaviviridae
NC_040788.1,Flaviviridae
NC_012533.1,Flaviviridae
NC_012534.1,Flaviviridae
NC_012735.1,Flaviviridae
NC_024018.2,Flaviviridae
NC_024889.1,Flaviviridae
NC_038425.1,Flaviviridae
NC_038431.1,Flaviviridae
NC_043111.1,Flaviviridae
NC_043112.1,Flaviviridae
NC_043113.1,Flaviviridae
NC_043114.1,Flaviviridae
NC_043115.1,Flaviviridae
NC_043116.1,Flaviviridae
NC_043117.1,Flaviviridae
NC_043118.1,Flaviviridae
NC_001474.2,Flaviviridae
NC_001475.2,Flaviviridae
NC_002640.1,Flaviviridae
NC_004102.1,Flaviviridae
NC_025672.1,Flaviviridae
NC_031916.1,Flaviviridae
NC_038426.1,Flaviviridae
NC_038428.1,Flaviviridae
NC_038430.1,Flaviviridae
NC_038432.1,Flaviviridae
NC_001563.2,Flaviviridae
NC_009942.1,Flaviviridae
NC_012532.1,Flaviviridae
NC_029055.1,Flaviviridae
NC_031950.1,Flaviviridae
NC_021153.1,Flaviviridae
NC_031947.1,Flaviviridae
NC_040589.1,Flaviviridae
NC_040555.1,Flaviviridae
NC_043110.1,Flaviviridae
NC_038882.1,Flaviviridae
NC_076029.1,Flaviviridae
NC_077023.1,Flaviviridae
NC_076032.1,Flaviviridae
NC_074778.1,Flaviviridae
NC_074777.1,Flaviviridae
NC_074786.1,Flaviviridae
NC_077000.1,Flaviviridae
NC_077001.1,Flaviviridae
NC_077015.1,Flaviviridae
NC_077026.1,Flaviviridae
NC_077024.1,Flaviviridae
NC_062745.1,Forsetiviridae
NC_062746.1,Forsetiviridae
NC_005884.1,Fredfastierviridae
NC_055711.1,Fredfastierviridae
NC_007807.1,Fredfastierviridae
NC_027208.1,Fusariviridae
NC_028470.1,Fusariviridae
NC_028467.1,Fusariviridae
NC_030868.1,Fusariviridae
NC_031960.1,Fusariviridae
NC_037660.1,Fusariviridae
NC_024699.1,Fusariviridae
NC_006937.2,Fusariviridae
NC_037662.1,Fusariviridae
NC_037661.1,Fusariviridae
NC_040529.1,Fusariviridae
NC_040791.1,Fusariviridae
NC_029056.1,Fusariviridae
NC_076583.1,Fusariviridae
NC_076594.1,Fusariviridae
NC_076598.1,Fusariviridae
NC_076639.1,Fusariviridae
NC_076640.1,Fusariviridae
NC_076664.1,Fusariviridae
NC_076665.1,Fusariviridae
NC_076666.1,Fusariviridae
NC_076667.1,Fusariviridae
NC_076668.1,Fusariviridae
NC_076689.1,Fusariviridae
NC_076688.1,Fusariviridae
NC_076690.1,Fusariviridae
NC_076820.1,Fusariviridae
NC_076821.1,Fusariviridae
NC_076823.1,Fusariviridae
NC_076609.1,Fusariviridae
NC_076882.1,Fusariviridae
NC_076848.1,Fusariviridae
NC_076849.1,Fusariviridae
NC_076850.1,Fusariviridae
NC_076851.1,Fusariviridae
NC_076612.1,Fusariviridae
NC_076860.1,Fusariviridae
NC_001338.1,Fuselloviridae
NC_005361.1,Fuselloviridae
NC_005360.1,Fuselloviridae
NC_009986.1,Fuselloviridae
NC_011217.1,Fuselloviridae
NC_013587.1,Fuselloviridae
NC_013588.1,Fuselloviridae
NC_013585.1,Fuselloviridae
NC_020882.1,Fuselloviridae
NC_005265.1,Fuselloviridae
NC_002604.1,Gammaflexiviridae
NC_076615.1,Gammaflexiviridae
NC_076616.1,Gammaflexiviridae
NC_076696.1,Gammaflexiviridae
NC_029648.1,Geminiviridae
NC_017987.1,Geminiviridae
NC_017917.1,Geminiviridae
NC_017913.1,Geminiviridae
NC_011348.1,Geminiviridae
NC_029803.1,Geminiviridae
NC_029804.1,Geminiviridae
NC_029994.1,Geminiviridae
NC_029995.1,Geminiviridae
NC_035887.1,Geminiviridae
NC_035888.1,Geminiviridae
NC_018090.1,Geminiviridae
NC_030238.1,Geminiviridae
NC_027040.1,Geminiviridae
NC_023312.1,Geminiviridae
NC_027215.1,Geminiviridae
NC_027714.1,Geminiviridae
NC_028046.1,Geminiviridae
NC_028124.1,Geminiviridae
NC_028114.1,Geminiviridae
NC_028142.1,Geminiviridae
NC_028143.1,Geminiviridae
NC_028141.1,Geminiviridae
NC_028140.1,Geminiviridae
NC_028138.1,Geminiviridae
NC_004732.1,Geminiviridae
NC_028262.1,Geminiviridae
NC_028989.1,Geminiviridae
NC_028985.1,Geminiviridae
NC_029117.1,Geminiviridae
NC_029105.1,Geminiviridae
NC_037611.1,Geminiviridae
NC_033779.1,Geminiviridae
NC_018151.1,Geminiviridae
NC_018456.1,Geminiviridae
NC_018457.1,Geminiviridae
NC_030310.1,Geminiviridae
NC_030699.1,Geminiviridae
NC_030749.1,Geminiviridae
NC_030748.1,Geminiviridae
NC_031306.1,Geminiviridae
NC_031340.1,Geminiviridae
NC_031448.1,Geminiviridae
NC_031453.1,Geminiviridae
NC_031451.1,Geminiviridae
NC_031458.1,Geminiviridae
NC_031459.1,Geminiviridae
NC_031454.1,Geminiviridae
NC_031455.1,Geminiviridae
NC_031456.1,Geminiviridae
NC_031457.1,Geminiviridae
NC_031452.1,Geminiviridae
NC_031466.1,Geminiviridae
NC_031754.1,Geminiviridae
NC_031760.1,Geminiviridae
NC_031764.1,Geminiviridae
NC_031765.1,Geminiviridae
NC_032004.1,Geminiviridae
NC_031961.1,Geminiviridae
NC_032006.1,Geminiviridae
NC_032118.1,Geminiviridae
NC_033334.1,Geminiviridae
NC_033554.1,Geminiviridae
NC_036591.1,Geminiviridae
NC_018530.1,Geminiviridae
NC_018577.1,Geminiviridae
NC_018578.1,Geminiviridae
NC_018576.1,Geminiviridae
NC_018579.1,Geminiviridae
NC_037063.1,Geminiviridae
NC_037065.1,Geminiviridae
NC_037068.1,Geminiviridae
NC_037066.1,Geminiviridae
NC_034629.1,Geminiviridae
NC_034630.1,Geminiviridae
NC_035179.1,Geminiviridae
NC_035676.1,Geminiviridae
NC_035480.1,Geminiviridae
NC_035481.1,Geminiviridae
NC_035487.1,Geminiviridae
NC_035488.1,Geminiviridae
NC_035473.1,Geminiviridae
NC_018716.1,Geminiviridae
NC_018718.1,Geminiviridae
NC_018715.1,Geminiviridae
NC_018717.1,Geminiviridae
NC_019024.1,Geminiviridae
NC_019036.1,Geminiviridae
NC_019035.1,Geminiviridae
NC_037305.1,Geminiviridae
NC_037306.1,Geminiviridae
NC_023850.1,Geminiviridae
NC_023851.1,Geminiviridae
NC_023849.1,Geminiviridae
NC_023864.1,Geminiviridae
NC_023989.1,Geminiviridae
NC_024009.1,Geminiviridae
NC_024012.1,Geminiviridae
NC_024013.1,Geminiviridae
NC_019497.1,Geminiviridae
NC_019569.1,Geminiviridae
NC_024116.1,Geminiviridae
NC_019947.1,Geminiviridae
NC_024305.1,Geminiviridae
NC_024304.1,Geminiviridae
NC_020257.1,Geminiviridae
NC_020253.1,Geminiviridae
NC_020254.1,Geminiviridae
NC_020256.1,Geminiviridae
NC_020473.1,Geminiviridae
NC_024491.1,Geminiviridae
NC_024687.1,Geminiviridae
NC_024693.1,Geminiviridae
NC_021205.1,Geminiviridae
NC_021202.1,Geminiviridae
NC_021245.1,Geminiviridae
NC_024809.1,Geminiviridae
NC_024894.1,Geminiviridae
NC_024895.1,Geminiviridae
NC_021341.1,Geminiviridae
NC_021579.1,Geminiviridae
NC_021719.1,Geminiviridae
NC_022002.1,Geminiviridae
NC_022007.1,Geminiviridae
NC_022008.1,Geminiviridae
NC_022003.1,Geminiviridae
NC_022005.1,Geminiviridae
NC_022073.1,Geminiviridae
NC_025266.1,Geminiviridae
NC_022131.1,Geminiviridae
NC_022232.1,Geminiviridae
NC_022229.1,Geminiviridae
NC_025475.1,Geminiviridae
NC_025680.1,Geminiviridae
NC_025681.1,Geminiviridae
NC_025725.1,Geminiviridae
NC_026253.1,Geminiviridae
NC_022586.1,Geminiviridae
NC_022644.1,Geminiviridae
NC_022645.1,Geminiviridae
NC_026513.1,Geminiviridae
NC_026514.1,Geminiviridae
NC_026763.1,Geminiviridae
NC_026761.1,Geminiviridae
NC_026771.1,Geminiviridae
NC_023023.1,Geminiviridae
NC_023034.1,Geminiviridae
NC_018453.1,Geminiviridae
NC_015488.1,Geminiviridae
NC_015489.1,Geminiviridae
NC_009548.1,Geminiviridae
NC_010238.1,Geminiviridae
NC_010833.1,Geminiviridae
NC_003493.2,Geminiviridae
NC_004607.1,Geminiviridae
NC_001983.1,Geminiviridae
NC_011096.1,Geminiviridae
NC_002556.1,Geminiviridae
NC_005811.1,Geminiviridae
NC_001438.1,Geminiviridae
NC_003708.1,Geminiviridae
NC_003709.1,Geminiviridae
NC_003803.1,Geminiviridae
NC_003804.1,Geminiviridae
NC_002984.1,Geminiviridae
NC_002985.1,Geminiviridae
NC_016984.1,Geminiviridae
NC_006384.1,Geminiviridae
NC_003357.1,Geminiviridae
NC_004147.1,Geminiviridae
NC_009606.1,Geminiviridae
NC_006995.1,Geminiviridae
NC_003830.1,Geminiviridae
NC_016999.1,Geminiviridae
NC_006631.1,Geminiviridae
NC_005812.1,Geminiviridae
NC_003831.1,Geminiviridae
NC_007338.1,Geminiviridae
NC_017000.1,Geminiviridae
NC_017001.1,Geminiviridae
NC_010313.1,Geminiviridae
NC_003860.1,Geminiviridae
NC_010812.1,Geminiviridae
NC_010949.1,Geminiviridae
NC_003865.1,Geminiviridae
NC_017005.1,Geminiviridae
NC_012481.1,Geminiviridae
NC_009647.1,Geminiviridae
NC_009545.1,Geminiviridae
NC_009546.1,Geminiviridae
NC_009547.1,Geminiviridae
NC_009549.1,Geminiviridae
NC_007211.1,Geminiviridae
NC_008299.1,Geminiviridae
NC_016998.1,Geminiviridae
NC_017002.1,Geminiviridae
NC_011135.1,Geminiviridae
NC_017828.1,Geminiviridae
NC_004660.1,Geminiviridae
NC_005807.1,Geminiviridae
NC_004638.1,Geminiviridae
NC_005855.1,Geminiviridae
NC_001930.1,Geminiviridae
NC_001359.1,Geminiviridae
NC_001931.1,Geminiviridae
NC_001507.1,Geminiviridae
NC_010294.1,Geminiviridae
NC_004044.1,Geminiviridae
NC_001932.1,Geminiviridae
NC_010648.1,Geminiviridae
NC_003862.1,Geminiviridae
NC_001439.1,Geminiviridae
NC_005635.1,Geminiviridae
NC_001828.1,Geminiviridae
NC_007724.1,Geminiviridae
NC_003379.1,Geminiviridae
NC_005320.1,Geminiviridae
NC_006358.1,Geminiviridae
NC_001868.1,Geminiviridae
NC_005850.1,Geminiviridae
NC_005851.1,Geminiviridae
NC_005853.2,Geminiviridae
NC_007290.1,Geminiviridae
NC_007638.1,Geminiviridae
NC_009553.1,Geminiviridae
NC_011181.1,Geminiviridae
NC_004581.1,Geminiviridae
NC_003825.1,Geminiviridae
NC_011182.1,Geminiviridae
NC_010647.1,Geminiviridae
NC_012492.1,Geminiviridae
NC_003418.1,Geminiviridae
NC_011919.1,Geminiviridae
NC_009354.1,Geminiviridae
NC_008780.1,Geminiviridae
NC_012553.1,Geminiviridae
NC_012554.2,Geminiviridae
NC_016082.1,Geminiviridae
NC_008794.1,Geminiviridae
NC_010293.1,Geminiviridae
NC_014739.1,Geminiviridae
NC_003866.1,Geminiviridae
NC_009550.1,Geminiviridae
NC_009644.1,Geminiviridae
NC_009030.1,Geminiviridae
NC_014740.1,Geminiviridae
NC_011346.1,Geminiviridae
NC_011347.1,Geminiviridae
NC_003898.1,Geminiviridae
NC_002555.1,Geminiviridae
NC_013414.1,Geminiviridae
NC_004090.1,Geminiviridae
NC_011583.1,Geminiviridae
NC_004824.1,Geminiviridae
NC_004825.1,Geminiviridae
NC_005031.1,Geminiviridae
NC_016660.1,Geminiviridae
NC_002049.1,Geminiviridae
NC_013415.1,Geminiviridae
NC_001933.1,Geminiviridae
NC_010618.1,Geminiviridae
NC_001929.2,Geminiviridae
NC_000870.1,Geminiviridae
NC_004071.1,Geminiviridae
NC_005330.1,Geminiviridae
NC_003857.1,Geminiviridae
NC_009088.1,Geminiviridae
NC_008056.1,Geminiviridae
NC_004559.1,Geminiviridae
NC_004558.1,Geminiviridae
NC_008304.1,Geminiviridae
NC_004613.1,Geminiviridae
NC_004647.1,Geminiviridae
NC_004648.1,Geminiviridae
NC_004657.1,Geminiviridae
NC_011052.2,Geminiviridae
NC_004675.1,Geminiviridae
NC_008374.1,Geminiviridae
NC_008373.1,Geminiviridae
NC_014510.2,Geminiviridae
NC_001466.1,Geminiviridae
NC_002543.1,Geminiviridae
NC_009612.1,Geminiviridae
NC_014542.1,Geminiviridae
NC_003822.1,Geminiviridae
NC_004651.1,Geminiviridae
NC_004192.1,Geminiviridae
NC_002817.1,Geminiviridae
NC_002981.1,Geminiviridae
NC_010352.1,Geminiviridae
NC_024779.1,Geminiviridae
NC_008779.1,Geminiviridae
NC_004042.1,Geminiviridae
NC_003199.1,Geminiviridae
NC_003867.1,Geminiviridae
NC_005032.1,Geminiviridae
NC_003665.1,Geminiviridae
NC_001937.1,Geminiviridae
NC_002047.1,Geminiviridae
NC_001934.1,Geminiviridae
NC_008236.1,Geminiviridae
NC_004650.1,Geminiviridae
NC_004612.1,Geminiviridae
