accession,family
NC_005223.1,Hantaviridae
NC_002058.3,Picornaviridae
NC_003224.1,Potyviridae
NC_003805.1,Virgaviridae
NC_002194.1,Microviridae
NC_011510.2,Reoviridae
NC_017085.1,Polyomaviridae
NC_017714.1,Rhabdoviridae
NC_017716.1,Papillomaviridae
NC_016660.1,Geminiviridae
NC_007018.1,Parvoviridae
NC_006555.1,Parvoviridae
NC_003821.3,Tombusviridae
NC_004909.1,Orthomyxoviridae
NC_004910.1,Orthomyxoviridae
NC_004912.1,Orthomyxoviridae
NC_014977.1,Nodaviridae
NC_002049.1,Geminiviridae
NC_002358.1,Virgaviridae
NC_002657.1,Flaviviridae
NC_001593.1,Papillomaviridae
NC_016403.1,Picornaviridae
NC_016404.1,Betaflexiviridae
NC_017084.1,Totiviridae
NC_007376.1,Orthomyxoviridae
NC_007377.1,Orthomyxoviridae
NC_004051.1,Narnaviridae
NC_007357.1,Orthomyxoviridae
NC_007359.1,Orthomyxoviridae
NC_005977.2,Partitiviridae
NC_008039.1,Bromoviridae
NC_008178.1,Reoviridae
NC_008179.1,Reoviridae
NC_006567.1,Bromoviridae
NC_007563.1,Reoviridae
NC_003562.1,Nanoviridae
NC_007222.1,Partitiviridae
NC_013415.1,Geminiviridae
NC_013455.1,Caulimoviridae
NC_010754.1,Partitiviridae
NC_005237.1,Hantaviridae
NC_002532.2,Arteriviridae
NC_012485.1,Papillomaviridae
NC_012486.1,Papillomaviridae
NC_016405.1,Iflaviridae
NC_015785.1,Microviridae
NC_015936.1,Picornaviridae
NC_007360.1,Orthomyxoviridae
NC_007364.1,Orthomyxoviridae
NC_007366.1,Orthomyxoviridae
NC_007367.1,Orthomyxoviridae
NC_007368.1,Orthomyxoviridae
NC_007369.1,Orthomyxoviridae
NC_013774.1,Circoviridae
NC_007561.1,Reoviridae
NC_007564.1,Reoviridae
NC_007565.1,Reoviridae
NC_007568.1,Reoviridae
NC_007026.1,Picobirnaviridae
NC_007027.1,Picobirnaviridae
NC_007193.2,Bacilladnaviridae
NC_016962.1,Togaviridae
NC_009243.1,Reoviridae
NC_004751.1,Solemoviridae
NC_002198.2,Solemoviridae
NC_007370.1,Orthomyxoviridae
NC_007454.1,Paramyxoviridae
NC_007020.1,Rhabdoviridae
NC_002633.1,Virgaviridae
NC_006950.1,Tymoviridae
NC_001933.1,Geminiviridae
NC_008393.1,Potyviridae
NC_006964.1,Secoviridae
NC_006965.1,Secoviridae
NC_007433.1,Potyviridae
NC_008706.1,Bromoviridae
NC_010618.1,Geminiviridae
NC_010351.1,Partitiviridae
NC_010349.1,Partitiviridae
NC_014593.1,Amalgaviridae
NC_014743.1,Polyomaviridae
NC_004173.1,Cystoviridae
NC_004175.1,Cystoviridae
NC_003688.1,Solemoviridae
NC_003743.1,Solemoviridae
NC_001696.2,Solemoviridae
NC_001729.1,Parvoviridae
NC_002023.1,Orthomyxoviridae
NC_002019.1,Orthomyxoviridae
NC_002017.1,Orthomyxoviridae
NC_008707.1,Bromoviridae
NC_008734.1,Reoviridae
NC_008735.1,Reoviridae
NC_008184.1,Papillomaviridae
NC_011310.1,Polyomaviridae
NC_009527.1,Rhabdoviridae
NC_001929.2,Geminiviridae
NC_000870.1,Geminiviridae
NC_004071.1,Geminiviridae
NC_005330.1,Geminiviridae
NC_003776.1,Phenuiviridae
NC_003824.1,Totiviridae
NC_003833.1,Bromoviridae
NC_003834.1,Bromoviridae
NC_003835.1,Bromoviridae
NC_003857.1,Geminiviridae
NC_009011.2,Baculoviridae
NC_009088.1,Geminiviridae
NC_004286.1,Parvoviridae
NC_004288.1,Parvoviridae
NC_004363.1,Bromoviridae
NC_004364.1,Bromoviridae
NC_001407.1,Retroviridae
NC_004006.1,Bromoviridae
NC_004007.1,Bromoviridae
NC_004181.1,Reoviridae
NC_004182.1,Reoviridae
NC_004183.1,Reoviridae
NC_004184.1,Reoviridae
NC_006051.1,Aspiviridae
NC_007737.1,Reoviridae
NC_008056.1,Geminiviridae
NC_003761.1,Reoviridae
NC_004423.1,Virgaviridae
NC_003642.1,Nanoviridae
NC_004186.1,Reoviridae
NC_004187.1,Reoviridae
NC_004191.1,Reoviridae
NC_004212.1,Reoviridae
NC_004213.1,Reoviridae
NC_004214.1,Reoviridae
NC_004292.1,Arenaviridae
NC_004293.1,Arenaviridae
NC_011555.2,Bromoviridae
NC_004559.1,Geminiviridae
NC_004558.1,Geminiviridae
NC_003643.1,Nanoviridae
NC_004450.1,Caulimoviridae
NC_004541.1,Caliciviridae
NC_004752.1,Potyviridae
NC_001982.1,Alphatetraviridae
NC_002561.1,Reoviridae
NC_003542.1,Bromoviridae
NC_004188.1,Reoviridae
NC_005097.1,Secoviridae
NC_008300.1,Tospoviridae
NC_004158.1,Nairoviridae
NC_005236.1,Hantaviridae
NC_003832.1,Tospoviridae
NC_003841.1,Tospoviridae
NC_003843.1,Tospoviridae
NC_003569.1,Bromoviridae
NC_008304.1,Geminiviridae
NC_004294.1,Arenaviridae
NC_004613.1,Geminiviridae
NC_001549.1,Retroviridae
NC_004647.1,Geminiviridae
NC_005996.1,Reoviridae
NC_006020.1,Reoviridae
NC_006021.1,Reoviridae
NC_005978.1,Chrysoviridae
NC_005979.1,Chrysoviridae
NC_005980.1,Chrysoviridae
NC_002037.1,Nodaviridae
NC_007241.1,Partitiviridae
NC_003287.2,Inoviridae
NC_004648.1,Geminiviridae
NC_004657.1,Geminiviridae
NC_002363.1,Inoviridae
NC_002526.1,Rhabdoviridae
NC_002598.1,Tombusviridae
NC_002161.1,Paramyxoviridae
NC_013105.1,Fimoviridae
NC_013106.1,Fimoviridae
NC_013108.1,Fimoviridae
NC_013109.1,Partitiviridae
NC_013110.1,Partitiviridae
NC_013111.1,Botourmiaviridae
NC_013112.1,Botourmiaviridae
NC_011052.2,Geminiviridae
NC_004675.1,Geminiviridae
NC_007585.1,Reoviridae
NC_007583.1,Reoviridae
NC_001803.1,Pneumoviridae
NC_001574.1,Caulimoviridae
NC_005065.1,Closteroviridae
NC_013113.1,Botourmiaviridae
NC_012754.1,Reoviridae
NC_013117.1,Papillomaviridae
NC_006006.1,Reoviridae
NC_003557.1,Betaflexiviridae
NC_002063.1,Totiviridae
NC_004199.1,Reoviridae
NC_005903.1,Potyviridae
NC_008374.1,Geminiviridae
NC_008373.1,Geminiviridae
NC_004736.1,Inoviridae
NC_003634.1,Tymoviridae
NC_003673.1,Bromoviridae
NC_004778.3,Baculoviridae
NC_004211.1,Reoviridae
NC_004217.1,Reoviridae
NC_004218.1,Reoviridae
NC_013133.1,Mayoviridae
NC_013134.1,Mayoviridae
NC_003741.1,Secoviridae
NC_001899.1,Parvoviridae
NC_001946.1,Betaflexiviridae
NC_001954.1,Inoviridae
NC_001977.1,Tymoviridae
NC_001987.1,Herpesviridae
NC_014510.2,Geminiviridae
NC_014511.1,Reoviridae
NC_014512.1,Reoviridae
NC_001981.1,Alphatetraviridae
NC_002180.1,Microviridae
NC_001792.2,Circoviridae
NC_002041.1,Virgaviridae
NC_001466.1,Geminiviridae
NC_001484.1,Hepadnaviridae
NC_014513.1,Reoviridae
NC_014514.1,Reoviridae
NC_014517.1,Reoviridae
NC_014518.1,Reoviridae
NC_014519.1,Reoviridae
NC_014520.1,Reoviridae
NC_014522.1,Reoviridae
NC_015784.2,Caulimoviridae
NC_001513.1,Tymoviridae
NC_001652.1,Rhabdoviridae
NC_001962.1,Baculoviridae
NC_001964.1,Totiviridae
NC_000903.1,Rhabdoviridae
NC_002206.1,Orthomyxoviridae
NC_014525.1,Reoviridae
NC_014526.1,Reoviridae
NC_014528.1,Reoviridae
NC_014529.1,Reoviridae
NC_014530.1,Reoviridae
NC_014531.1,Reoviridae
NC_000960.1,Hypoviridae
NC_002064.1,Totiviridae
NC_002543.1,Geminiviridae
NC_002551.1,Caliciviridae
NC_002562.1,Reoviridae
NC_002564.1,Reoviridae
AC_000005.1,Adenoviridae
AC_000008.1,Adenoviridae
NC_014464.1,Chrysoviridae
NC_002565.1,Reoviridae
NC_002566.1,Reoviridae
NC_002567.1,Reoviridae
NC_001403.1,Retroviridae
NC_001963.1,Totiviridae
NC_002563.1,Reoviridae
NC_002042.1,Virgaviridae
NC_009612.1,Geminiviridae
NC_014542.1,Geminiviridae
NC_002557.1,Reoviridae
NC_003378.1,Caulimoviridae
NC_002201.1,Retroviridae
NC_003471.1,Partitiviridae
NC_003502.1,Secoviridae
NC_014546.1,Virgaviridae
NC_003668.1,Virgaviridae
NC_003671.1,Bromoviridae
NC_003723.1,Virgaviridae
NC_003749.1,Reoviridae
NC_011500.2,Reoviridae
NC_003543.1,Bromoviridae
NC_003601.1,Totiviridae
NC_003756.1,Tombusviridae
NC_003757.1,Reoviridae
NC_003771.1,Reoviridae
NC_003783.1,Dicistroviridae
NC_003784.1,Dicistroviridae
NC_003822.1,Geminiviridae
NC_015070.1,Nodaviridae
NC_012698.2,Potyviridae
NC_007542.1,Chrysoviridae
NC_008038.1,Bromoviridae
NC_001918.1,Picornaviridae
NC_007524.1,Reoviridae
NC_007525.1,Reoviridae
NC_007526.1,Reoviridae
NC_007528.1,Reoviridae
NC_007529.1,Reoviridae
NC_015469.1,Tospoviridae
NC_016144.1,Filoviridae
NC_009241.1,Reoviridae
NC_006507.1,Orthomyxoviridae
NC_006508.1,Orthomyxoviridae
NC_006497.1,Orthomyxoviridae
NC_000883.2,Parvoviridae
NC_005227.2,Hantaviridae
NC_007189.1,Inoviridae
NC_001409.1,Betaflexiviridae
NC_007815.2,Retroviridae
NC_011535.1,Tombusviridae
NC_007903.1,Arenaviridae
NC_007154.1,Reoviridae
NC_005947.1,Retroviridae
NC_006064.1,Bromoviridae
NC_005283.1,Paramyxoviridae
NC_003983.1,Picornaviridae
NC_016152.1,Arenaviridae
NC_016153.1,Arenaviridae
NC_003839.2,Secoviridae
NC_006558.1,Togaviridae
NC_004422.1,Virgaviridae
NC_001818.1,Tombusviridae
NC_004651.1,Geminiviridae
NC_004192.1,Geminiviridae
NC_005285.1,Tombusviridae
NC_016155.1,Astroviridae
NC_009891.1,Picornaviridae
NC_003347.1,Tymoviridae
NC_005148.1,Circoviridae
NC_004144.1,Nodaviridae
NC_003608.1,Tombusviridae
NC_004068.1,Papillomaviridae
NC_005343.1,Betaflexiviridae
NC_001812.1,Alphaflexiviridae
NC_002792.2,Virgaviridae
NC_009520.1,Partitiviridae
NC_009521.1,Partitiviridae
NC_001542.1,Rhabdoviridae
NC_010305.1,Betaflexiviridae
NC_001564.2,Flaviviridae
NC_008180.1,Reoviridae
NC_007674.1,Reoviridae
NC_001619.1,Papillomaviridae
NC_001591.1,Papillomaviridae
NC_002816.1,Baculoviridae
NC_002817.1,Geminiviridae
NC_002981.1,Geminiviridae
NC_001458.1,Papillomaviridae
NC_003113.1,Iflaviridae
NC_002169.1,Baculoviridae
NC_002560.1,Reoviridae
NC_001921.1,Paramyxoviridae
NC_004221.1,Reoviridae
NC_003397.1,Potyviridae
NC_010346.1,Partitiviridae
NC_010347.1,Partitiviridae
NC_010348.1,Partitiviridae
NC_010352.1,Geminiviridae
NC_024779.1,Geminiviridae
NC_002691.1,Nodaviridae
NC_002701.1,Totiviridae
NC_003102.1,Baculoviridae
NC_006150.1,Herpesviridae
NC_003451.1,Bromoviridae
NC_007372.1,Orthomyxoviridae
NC_006572.1,Arenaviridae
NC_007221.1,Partitiviridae
NC_001826.2,Herpesviridae
NC_002468.1,Betaflexiviridae
NC_008779.1,Geminiviridae
NC_024781.1,Filoviridae
NC_003452.1,Bromoviridae
NC_003453.1,Bromoviridae
NC_005092.1,Iflaviridae
NC_003697.1,Reoviridae
NC_003702.1,Reoviridae
NC_003703.1,Reoviridae
NC_006433.1,Hantaviridae
NC_017099.1,Hypoviridae
NC_004054.1,Mitoviridae
NC_026432.1,Orthomyxoviridae
NC_004042.1,Geminiviridae
NC_004764.2,Polyomaviridae
NC_001648.1,Caulimoviridae
NC_001605.1,Papillomaviridae
NC_003199.1,Geminiviridae
NC_003867.1,Geminiviridae
NC_003020.1,Reoviridae
NC_003021.1,Reoviridae
NC_003018.1,Reoviridae
NC_005032.1,Geminiviridae
NC_016758.1,Quadriviridae
NC_016759.1,Quadriviridae
NC_016757.1,Quadriviridae
NC_005029.1,Potyviridae
NC_004906.1,Orthomyxoviridae
NC_004907.1,Orthomyxoviridae
NC_001595.1,Papillomaviridae
NC_003700.1,Reoviridae
NC_003059.1,Retroviridae
NC_004035.1,Potyviridae
NC_003665.1,Geminiviridae
NC_008824.1,Potyviridae
NC_014598.1,Reoviridae
NC_014600.1,Reoviridae
NC_014601.1,Reoviridae
NC_014603.1,Reoviridae
NC_014604.1,Reoviridae
NC_014605.1,Reoviridae
NC_001937.1,Geminiviridae
NC_002047.1,Geminiviridae
NC_001934.1,Geminiviridae
NC_010701.1,Arenaviridae
NC_001330.1,Microviridae
NC_002014.1,Inoviridae
NC_001366.1,Picornaviridae
NC_003023.1,Reoviridae
NC_003016.1,Reoviridae
NC_003025.1,Reoviridae
NC_008236.1,Geminiviridae
NC_008514.1,Rhabdoviridae
NC_008516.1,Tobaniviridae
NC_006495.1,Orthomyxoviridae
NC_004120.1,Bromoviridae
NC_004650.1,Geminiviridae
NC_008731.1,Reoviridae
NC_005176.1,Reoviridae
NC_006320.1,Phenuiviridae
NC_004612.1,Geminiviridae
NC_004662.1,Geminiviridae
NC_015411.1,Phenuiviridae
NC_015412.1,Phenuiviridae
NC_015414.1,Secoviridae
NC_001480.1,Tymoviridae
NC_010706.1,Partitiviridae
NC_001702.1,Retroviridae
NC_001402.1,Retroviridae
NC_003852.1,Virgaviridae
NC_004106.1,Virgaviridae
NC_003019.1,Reoviridae
NC_003024.1,Reoviridae
NC_004198.1,Reoviridae
NC_001369.1,Geminiviridae
NC_001461.1,Flaviviridae
NC_003793.1,Plectroviridae
NC_004301.1,Leviviridae
NC_001420.2,Microviridae
NC_002046.1,Geminiviridae
NC_009605.1,Geminiviridae
NC_010700.1,Arenaviridae
NC_001647.1,Geminiviridae
NC_010253.1,Arenaviridae
NC_010743.1,Reoviridae
NC_003884.1,Partitiviridae
NC_004043.1,Geminiviridae
NC_002766.1,Solemoviridae
NC_004099.1,Geminiviridae
NC_015415.1,Secoviridae
NC_015413.1,Phenuiviridae
NC_002018.1,Orthomyxoviridae
NC_001493.2,Alloherpesviridae
NC_001508.1,Geminiviridae
NC_001523.1,Papillomaviridae
NC_003779.1,Dicistroviridae
NC_003355.1,Virgaviridae
NC_004995.1,Tombusviridae
NC_005846.1,Geminiviridae
NC_004690.1,Baculoviridae
NC_009244.1,Reoviridae
NC_004204.1,Reoviridae
NC_002025.1,Bromoviridae
NC_003664.1,Geminiviridae
NC_003648.1,Nanoviridae
NC_004630.1,Geminiviridae
NC_011062.1,Betaflexiviridae
NC_009250.1,Reoviridae
NC_002190.2,Parvoviridae
NC_009609.1,Rhabdoviridae
NC_007588.1,Reoviridae
NC_003809.1,Bromoviridae
NC_011592.1,Caulimoviridae
NC_004362.1,Bromoviridae
NC_003759.1,Reoviridae
NC_003758.1,Reoviridae
NC_003769.1,Reoviridae
NC_003650.1,Bromoviridae
NC_001531.1,Papillomaviridae
NC_009246.1,Reoviridae
NC_003468.2,Hantaviridae
NC_005848.1,Bromoviridae
NC_005849.1,Bromoviridae
NC_004108.1,Peribunyaviridae
NC_002692.1,Virgaviridae
NC_009896.1,Peribunyaviridae
NC_003722.1,Geminiviridae
NC_003550.1,Secoviridae
NC_003623.1,Secoviridae
NC_003694.1,Secoviridae
NC_001365.1,Plectroviridae
NC_009640.1,Paramyxoviridae
NC_012212.1,Marnaviridae
NC_013035.1,Papillomaviridae
NC_006496.1,Orthomyxoviridae
NC_004656.2,Geminiviridae
NC_001984.1,Geminiviridae
NC_014397.1,Phenuiviridae
NC_001600.1,Tombusviridae
NC_003660.1,Reoviridae
NC_004765.1,Papillomaviridae
NC_010756.1,Arenaviridae
NC_007339.1,Geminiviridae
NC_007533.1,Reoviridae
NC_001505.2,Polyomaviridae
NC_006263.1,Parvoviridae
NC_001618.1,Retroviridae
NC_005775.1,Peribunyaviridae
NC_001598.1,Closteroviridae
NC_001497.2,Caulimoviridae
NC_000869.1,Geminiviridae
NC_003644.1,Nanoviridae
NC_004100.1,Geminiviridae
NC_016769.1,Picornaviridae
NC_002328.1,Phenuiviridae
NC_003746.1,Rhabdoviridae
NC_004015.1,Virgaviridae
NC_008793.1,Geminiviridae
NC_007679.1,Alphaflexiviridae
NC_005080.1,Arenaviridae
NC_005041.2,Parvoviridae
NC_004195.1,Papillomaviridae
NC_012777.1,Arenaviridae
NC_013107.1,Fimoviridae
NC_001526.4,Papillomaviridae
NC_003518.1,Virgaviridae
NC_003519.1,Virgaviridae
NC_002500.1,Betaflexiviridae
NC_004189.1,Reoviridae
NC_001822.1,Tombusviridae
NC_004642.1,Geminiviridae
NC_001344.1,Hepadnaviridae
NC_003602.1,Betaflexiviridae
NC_001722.1,Retroviridae
NC_007159.1,Reoviridae
NC_007160.1,Reoviridae
NC_007540.1,Chrysoviridae
NC_007523.1,Totiviridae
NC_004641.1,Geminiviridae
NC_005226.1,Hantaviridae
NC_004439.1,Secoviridae
NC_004441.1,Picornaviridae
NC_004091.1,Geminiviridae
NC_009451.1,Geminiviridae
NC_002020.1,Orthomyxoviridae
NC_008168.1,Baculoviridae
NC_009608.1,Rhabdoviridae
NC_010955.1,Retroviridae
NC_008580.1,Caliciviridae
NC_003738.1,Secoviridae
NC_001350.1,Herpesviridae
NC_010560.1,Closteroviridae
NC_010562.1,Arenaviridae
NC_010563.1,Arenaviridae
NC_009742.1,Potyviridae
NC_001658.1,Alphaflexiviridae
NC_006054.1,Aspiviridae
NC_003511.1,Virgaviridae
NC_004451.1,Picornaviridae
NC_004117.1,Baculoviridae
NC_005039.1,Flaviviridae
NC_015468.1,Tospoviridae
NC_004661.1,Geminiviridae
NC_007162.1,Reoviridae
NC_006260.1,Parvoviridae
NC_006261.1,Parvoviridae
NC_003744.1,Geminiviridae
NC_003799.1,Secoviridae
NC_005224.1,Hantaviridae
NC_003326.1,Geminiviridae
NC_015939.1,Hypoviridae
NC_007572.1,Reoviridae
NC_007361.1,Orthomyxoviridae
NC_014357.1,Parvoviridae
NC_014474.1,Retroviridae
NC_014515.1,Reoviridae
NC_014602.1,Reoviridae
NC_010584.1,Reoviridae
NC_010587.1,Reoviridae
NC_010588.1,Reoviridae
NC_010592.1,Reoviridae
NC_010593.1,Reoviridae
NC_014930.1,Circoviridae
NC_003704.1,Reoviridae
NC_003705.1,Reoviridae
NC_003706.1,Reoviridae
NC_003707.1,Reoviridae
NC_003710.1,Partitiviridae
NC_003711.1,Partitiviridae
NC_003546.1,Bromoviridae
NC_003725.1,Virgaviridae
NC_015051.1,Geminiviridae
NC_003561.1,Nanoviridae
NC_004050.1,Narnaviridae
NC_004062.1,Baculoviridae
NC_005222.1,Hantaviridae
NC_005216.1,Hantaviridae
NC_003477.1,Nanoviridae
NC_010307.1,Geminiviridae
NC_004206.1,Reoviridae
NC_004207.1,Reoviridae
NC_004208.1,Reoviridae
NC_004209.1,Reoviridae
NC_004365.1,Dicistroviridae
NC_001452.1,Retroviridae
NC_004366.1,Tombusviridae
NC_004540.1,Caulimoviridae
NC_010226.1,Papillomaviridae
NC_006432.1,Filoviridae
NC_015397.1,Geminiviridae
NC_004569.1,Geminiviridae
NC_004725.1,Tombusviridae
NC_007586.1,Reoviridae
NC_007587.1,Reoviridae
NC_006561.1,Circoviridae
NC_011804.1,Geminiviridae
NC_005038.1,Baculoviridae
NC_001801.1,Virgaviridae
NC_004455.1,Retroviridae
NC_010343.1,Partitiviridae
NC_010344.1,Partitiviridae
NC_010345.1,Partitiviridae
NC_010350.1,Partitiviridae
NC_006262.1,Potyviridae
NC_004452.3,Tombusviridae
NC_002800.1,Partitiviridae
NC_004367.1,Herpesviridae
NC_004755.1,Geminiviridae
NC_003475.1,Nanoviridae
NC_009890.1,Totiviridae
NC_001906.3,Paramyxoviridae
NC_005339.1,Paramyxoviridae
NC_005341.1,Parvoviridae
NC_016044.1,Potyviridae
NC_002362.1,Inoviridae
NC_001538.1,Polyomaviridae
NC_005131.2,Inoviridae
NC_005985.1,Tombusviridae
NC_001552.1,Paramyxoviridae
NC_001739.2,Caulimoviridae
NC_003017.1,Reoviridae
NC_016896.1,Astroviridae
NC_015884.1,Reoviridae
NC_015885.1,Reoviridae
NC_015886.1,Reoviridae
NC_001831.1,Retroviridae
NC_011557.1,Partitiviridae
NC_011558.1,Rhabdoviridae
NC_011559.1,Tymoviridae
NC_001632.1,Secoviridae
NC_003448.1,Nodaviridae
NC_016881.1,Reoviridae
NC_016882.1,Reoviridae
NC_016883.1,Reoviridae
NC_016874.1,Reoviridae
NC_016875.1,Reoviridae
NC_016876.1,Reoviridae
NC_014707.1,Geminiviridae
NC_014822.1,Geminiviridae
NC_014955.1,Papillomaviridae
NC_015115.1,Parvoviridae
NC_001501.1,Retroviridae
NC_003808.1,Bromoviridae
NC_011568.1,Rhabdoviridae
NC_005078.1,Arenaviridae
NC_005082.1,Arenaviridae
NC_003870.1,Betaflexiviridae
NC_003696.1,Reoviridae
NC_005348.1,Geminiviridae
NC_005845.1,Geminiviridae
NC_015487.1,Geminiviridae
NC_007374.1,Orthomyxoviridae
NC_007535.1,Reoviridae
NC_006148.1,Parvoviridae
NC_009519.1,Partitiviridae
NC_007548.1,Reoviridae
NC_001352.1,Papillomaviridae
NC_001940.1,Retroviridae
NC_005138.1,Betaflexiviridae
NC_001450.1,Retroviridae
NC_002803.1,Rhabdoviridae
NC_007531.1,Reoviridae
NC_007532.1,Reoviridae
NC_006065.1,Bromoviridae
NC_003836.1,Bromoviridae
NC_011546.1,Retroviridae
NC_000898.1,Herpesviridae
NC_014509.2,Solemoviridae
NC_016033.1,Solemoviridae
NC_006066.1,Bromoviridae
NC_001623.1,Baculoviridae
NC_001839.2,Caulimoviridae
NC_001728.1,Virgaviridae
NC_001411.2,Nodaviridae
NC_001596.1,Papillomaviridae
NC_002665.1,Herpesviridae
NC_001576.1,Papillomaviridae
NC_002077.1,Parvoviridae
NC_011507.2,Reoviridae
NC_018381.2,Rhabdoviridae
NC_004614.1,Geminiviridae
NC_014447.1,Geminiviridae
NC_011584.1,Geminiviridae
NC_001583.1,Papillomaviridae
NC_001586.1,Papillomaviridae
NC_003084.1,Baculoviridae
NC_002549.1,Filoviridae
NC_004421.1,Picornaviridae
NC_016880.1,Reoviridae
NC_003537.1,Potyviridae
NC_006941.1,Potyviridae
NC_016961.1,Togaviridae
NC_003790.1,Astroviridae
NC_014847.1,Geminiviridae
NC_002028.2,Bromoviridae
NC_017685.1,Rhabdoviridae
NC_003735.1,Reoviridae
NC_003728.1,Reoviridae
NC_003754.1,Phenuiviridae
NC_003755.1,Phenuiviridae
NC_005261.3,Herpesviridae
NC_003474.1,Nanoviridae
NC_000947.1,Potyviridae
NC_001270.2,Plectroviridae
NC_002552.1,Betaflexiviridae
NC_007661.1,Reoviridae
NC_011051.1,Papillomaviridae
NC_004172.1,Cystoviridae
NC_007570.1,Reoviridae
NC_005993.1,Reoviridae
NC_005994.1,Reoviridae
NC_005995.1,Reoviridae
NC_005264.1,Herpesviridae
NC_001362.1,Retroviridae
NC_006623.1,Herpesviridae
NC_002797.1,Partitiviridae
NC_014708.1,Reoviridae
NC_003794.1,Alphaflexiviridae
NC_003838.1,Bromoviridae
NC_002051.1,Tospoviridae
NC_002052.1,Tospoviridae
NC_006056.1,Secoviridae
NC_003747.2,Solemoviridae
NC_014927.1,Circoviridae
NC_014928.1,Circoviridae
NC_003505.1,Geminiviridae
NC_005854.1,Bromoviridae
NC_009757.1,Marnaviridae
NC_009758.1,Marnaviridae
NC_015495.1,Partitiviridae
NC_026242.1,Nudiviridae
NC_014968.1,Geminiviridae
NC_011536.1,Solemoviridae
NC_011537.1,Tymoviridae
NC_014978.1,Nodaviridae
NC_011540.1,Betaflexiviridae
NC_011541.1,Potyviridae
NC_011543.1,Solemoviridae
NC_011549.1,Coronaviridae
NC_011550.1,Coronaviridae
NC_015044.1,Geminiviridae
NC_015045.1,Geminiviridae
NC_015046.1,Geminiviridae
NC_015047.1,Geminiviridae
NC_015048.1,Geminiviridae
NC_011552.1,Betaflexiviridae
NC_011553.1,Bromoviridae
NC_011556.1,Partitiviridae
NC_003674.1,Bromoviridae
NC_007966.1,Geminiviridae
NC_005338.2,Geminiviridae
NC_015317.1,Geminiviridae
NC_015328.1,Caulimoviridae
NC_015553.1,Geminiviridae
NC_015639.1,Totiviridae
NC_013097.1,Nanoviridae
NC_009646.1,Geminiviridae
NC_002510.1,Geminiviridae
NC_008058.1,Geminiviridae
NC_002558.1,Reoviridae
NC_003646.1,Nanoviridae
NC_003856.1,Geminiviridae
NC_004107.1,Hepadnaviridae
NC_009996.1,Picornaviridae
NC_009537.1,Bromoviridae
NC_010797.1,Geminiviridae
NC_006016.1,Reoviridae
NC_006017.1,Reoviridae
NC_002326.1,Phenuiviridae
NC_009503.1,Baculoviridae
NC_004583.1,Geminiviridae
NC_004800.1,Polyomaviridae
NC_005068.1,Baculoviridae
NC_004654.1,Geminiviridae
NC_005992.1,Reoviridae
NC_006019.1,Reoviridae
NC_007753.1,Reoviridae
NC_010837.1,Geminiviridae
NC_012799.1,Potyviridae
NC_001495.1,Bromoviridae
NC_005217.1,Hantaviridae
NC_001478.1,Geminiviridae
NC_003853.1,Tombusviridae
NC_004052.1,Mitoviridae
NC_006574.1,Arenaviridae
NC_003609.1,Geminiviridae
NC_008521.1,Circoviridae
NC_007672.1,Reoviridae
NC_007667.1,Reoviridae
NC_005905.1,Baculoviridae
NC_001512.1,Togaviridae
NC_001413.1,Retroviridae
NC_003896.1,Geminiviridae
NC_003618.1,Closteroviridae
NC_001694.1,Papillomaviridae
NC_001829.1,Parvoviridae
NC_013443.1,Astroviridae
NC_006575.1,Arenaviridae
NC_001479.1,Picornaviridae
NC_008032.1,Papillomaviridae
NC_003469.1,Virgaviridae
NC_003481.1,Virgaviridae
NC_004287.1,Parvoviridae
NC_007378.1,Orthomyxoviridae
NC_006429.1,Rhabdoviridae
NC_003564.1,Nanoviridae
NC_005842.1,Geminiviridae
NC_001973.1,Baculoviridae
NC_003899.1,Togaviridae
NC_003900.1,Togaviridae
NC_003908.1,Togaviridae
NC_003621.1,Secoviridae
NC_006428.1,Paramyxoviridae
NC_001587.1,Papillomaviridae
NC_013225.1,Reoviridae
NC_013226.1,Reoviridae
NC_013227.1,Reoviridae
NC_013447.1,Endornaviridae
NC_013439.1,Polyomaviridae
NC_005286.1,Tombusviridae
NC_001503.1,Retroviridae
NC_006560.1,Herpesviridae
AC_000010.1,Adenoviridae
NC_014396.1,Phenuiviridae
NC_013228.1,Reoviridae
NC_013229.1,Reoviridae
NC_013230.1,Reoviridae
NC_013232.1,Reoviridae
NC_013233.1,Reoviridae
NC_013234.1,Reoviridae
NC_005950.1,Hepadnaviridae
NC_008059.1,Geminiviridae
NC_003536.1,Potyviridae
NC_004190.1,Reoviridae
NC_004065.1,Herpesviridae
NC_004008.1,Bromoviridae
NC_001748.1,Alphaflexiviridae
NC_003376.1,Alphaflexiviridae
NC_001332.1,Inoviridae
NC_001716.2,Herpesviridae
NC_005890.1,Hepadnaviridae
NC_001511.1,Retroviridae
NC_003480.1,Bromoviridae
NC_012957.1,Picornaviridae
NC_003772.1,Reoviridae
NC_003603.1,Tombusviridae
NC_003446.1,Secoviridae
NC_003462.2,Betaflexiviridae
NC_003692.1,Nodaviridae
NC_003724.1,Virgaviridae
NC_004908.1,Orthomyxoviridae
NC_005214.1,Phenuiviridae
NC_001510.1,Parvoviridae
NC_009895.1,Peribunyaviridae
NC_001959.2,Caliciviridae
NC_001662.1,Parvoviridae
